variable_id	table_version_id	table_name	variable_name	variable_type	column_name	column_type
phv00083197.v1	pht001111.v4	AirNRExamMain	nastrt1	NUMERIC	nastrt1	FLOAT
phv00083198.v1	pht001111.v4	AirNRExamMain	naothwk1	NUMERIC	naothwk1	FLOAT
phv00083199.v1	pht001111.v4	AirNRExamMain	naothex1	NUMERIC	naothex1	FLOAT
phv00083200.v1	pht001111.v4	AirNRExamMain	nasafe1	NUMERIC	nasafe1	FLOAT
phv00083201.v1	pht001111.v4	AirNRExamMain	naviol1	NUMERIC	naviol1	FLOAT
phv00083202.v1	pht001111.v4	AirNRExamMain	nafruit1	NUMERIC	nafruit1	FLOAT
phv00083203.v1	pht001111.v4	AirNRExamMain	nalowft1	NUMERIC	nalowft1	FLOAT
phv00083204.v1	pht001111.v4	AirNRExamMain	nafast1	NUMERIC	nafast1	FLOAT
phv00083205.v1	pht001111.v4	AirNRExamMain	nassday1	NUMERIC	nassday1	FLOAT
phv00083206.v1	pht001111.v4	AirNRExamMain	nasseve1	NUMERIC	nasseve1	FLOAT
phv00083207.v1	pht001111.v4	AirNRExamMain	nassnit1	NUMERIC	nassnit1	FLOAT
phv00083208.v1	pht001111.v4	AirNRExamMain	namfday1	NUMERIC	namfday1	FLOAT
phv00083209.v1	pht001111.v4	AirNRExamMain	namfeve1	NUMERIC	namfeve1	FLOAT
phv00083210.v1	pht001111.v4	AirNRExamMain	namfnit1	NUMERIC	namfnit1	FLOAT
phv00083211.v1	pht001111.v4	AirNRExamMain	ncohes1c	NUMERIC	ncohes1c	FLOAT
phv00083212.v1	pht001111.v4	AirNRExamMain	nprob1c	NUMERIC	nprob1c	FLOAT
phv00083213.v1	pht001111.v4	AirNRExamMain	nhdadm1	NUMERIC	nhdadm1	FLOAT
phv00083214.v1	pht001111.v4	AirNRExamMain	rgnbth1c	NUMERIC	rgnbth1c	FLOAT
phv00083215.v1	pht001111.v4	AirNRExamMain	hctryo1c	STRING	hctryo1c	STRING
phv00083216.v1	pht001111.v4	AirNRExamMain	yrsus1	NUMERIC	yrsus1	FLOAT
phv00083217.v1	pht001111.v4	AirNRExamMain	lngeng1	NUMERIC	lngeng1	FLOAT
phv00083218.v1	pht001111.v4	AirNRExamMain	lngsp1	NUMERIC	lngsp1	FLOAT
phv00083219.v1	pht001111.v4	AirNRExamMain	lngcan1	NUMERIC	lngcan1	FLOAT
phv00083220.v1	pht001111.v4	AirNRExamMain	lngman1	NUMERIC	lngman1	FLOAT
phv00083221.v1	pht001111.v4	AirNRExamMain	lngoth1	NUMERIC	lngoth1	FLOAT
phv00083222.v1	pht001111.v4	AirNRExamMain	marital1	NUMERIC	marital1	FLOAT
phv00083223.v1	pht001111.v4	AirNRExamMain	educ1	NUMERIC	educ1	FLOAT
phv00083224.v1	pht001111.v4	AirNRExamMain	curjob1	NUMERIC	curjob1	FLOAT
phv00083225.v1	pht001111.v4	AirNRExamMain	homemkr1	NUMERIC	homemkr1	FLOAT
phv00083226.v1	pht001111.v4	AirNRExamMain	income1	NUMERIC	income1	FLOAT
phv00083227.v1	pht001111.v4	AirNRExamMain	numhhld1	NUMERIC	numhhld1	FLOAT
phv00083228.v1	pht001111.v4	AirNRExamMain	nhhldc1	NUMERIC	nhhldc1	FLOAT
phv00083229.v1	pht001111.v4	AirNRExamMain	nhhlde1	NUMERIC	nhhlde1	FLOAT
phv00083230.v1	pht001111.v4	AirNRExamMain	hometyp1	NUMERIC	hometyp1	FLOAT
phv00083231.v1	pht001111.v4	AirNRExamMain	invest1	NUMERIC	invest1	FLOAT
phv00083232.v1	pht001111.v4	AirNRExamMain	ownland1	NUMERIC	ownland1	FLOAT
phv00083233.v1	pht001111.v4	AirNRExamMain	owncar1	NUMERIC	owncar1	FLOAT
phv00083234.v1	pht001111.v4	AirNRExamMain	medcare1	NUMERIC	medcare1	FLOAT
phv00083235.v1	pht001111.v4	AirNRExamMain	hiprv1	NUMERIC	hiprv1	FLOAT
phv00083236.v1	pht001111.v4	AirNRExamMain	himdcr1	NUMERIC	himdcr1	FLOAT
phv00083237.v1	pht001111.v4	AirNRExamMain	himdcd1	NUMERIC	himdcd1	FLOAT
phv00083238.v1	pht001111.v4	AirNRExamMain	himil1	NUMERIC	himil1	FLOAT
phv00083239.v1	pht001111.v4	AirNRExamMain	hinone1	NUMERIC	hinone1	FLOAT
phv00083240.v1	pht001111.v4	AirNRExamMain	hioth1	NUMERIC	hioth1	FLOAT
phv00083241.v1	pht001111.v4	AirNRExamMain	cig1c	NUMERIC	cig1c	FLOAT
phv00083242.v1	pht001111.v4	AirNRExamMain	pkyrs1c	NUMERIC	pkyrs1c	FLOAT
phv00083243.v1	pht001111.v4	AirNRExamMain	evsmk1	NUMERIC	evsmk1	FLOAT
phv00083244.v1	pht001111.v4	AirNRExamMain	agesmk1	NUMERIC	agesmk1	FLOAT
phv00083245.v1	pht001111.v4	AirNRExamMain	cursmk1	NUMERIC	cursmk1	FLOAT
phv00083246.v1	pht001111.v4	AirNRExamMain	agequit1	NUMERIC	agequit1	FLOAT
phv00083247.v1	pht001111.v4	AirNRExamMain	cigsday1	NUMERIC	cigsday1	FLOAT
phv00083248.v1	pht001111.v4	AirNRExamMain	othtob1	NUMERIC	othtob1	FLOAT
phv00083249.v1	pht001111.v4	AirNRExamMain	cigar1	NUMERIC	cigar1	FLOAT
phv00083250.v1	pht001111.v4	AirNRExamMain	cgr1c	NUMERIC	cgr1c	FLOAT
phv00083251.v1	pht001111.v4	AirNRExamMain	cgrage1	NUMERIC	cgrage1	FLOAT
phv00083252.v1	pht001111.v4	AirNRExamMain	cgrcur1	NUMERIC	cgrcur1	FLOAT
phv00083253.v1	pht001111.v4	AirNRExamMain	cgrageq1	NUMERIC	cgrageq1	FLOAT
phv00083254.v1	pht001111.v4	AirNRExamMain	cgrday1	NUMERIC	cgrday1	FLOAT
phv00083255.v1	pht001111.v4	AirNRExamMain	pip1c	NUMERIC	pip1c	FLOAT
phv00083256.v1	pht001111.v4	AirNRExamMain	pipyrs1c	NUMERIC	pipyrs1c	FLOAT
phv00083257.v1	pht001111.v4	AirNRExamMain	pipe1	NUMERIC	pipe1	FLOAT
phv00083258.v1	pht001111.v4	AirNRExamMain	pipage1	NUMERIC	pipage1	FLOAT
phv00083259.v1	pht001111.v4	AirNRExamMain	pipcur1	NUMERIC	pipcur1	FLOAT
phv00083260.v1	pht001111.v4	AirNRExamMain	pipageq1	NUMERIC	pipageq1	FLOAT
phv00083261.v1	pht001111.v4	AirNRExamMain	pipday1	NUMERIC	pipday1	FLOAT
phv00083262.v1	pht001111.v4	AirNRExamMain	chew1c	NUMERIC	chew1c	FLOAT
phv00083263.v1	pht001111.v4	AirNRExamMain	chwyrs1c	NUMERIC	chwyrs1c	FLOAT
phv00083264.v1	pht001111.v4	AirNRExamMain	chew1	NUMERIC	chew1	FLOAT
phv00083265.v1	pht001111.v4	AirNRExamMain	chwage1	NUMERIC	chwage1	FLOAT
phv00083266.v1	pht001111.v4	AirNRExamMain	chwcur1	NUMERIC	chwcur1	FLOAT
phv00083267.v1	pht001111.v4	AirNRExamMain	chwageq1	NUMERIC	chwageq1	FLOAT
phv00083268.v1	pht001111.v4	AirNRExamMain	chwday1	NUMERIC	chwday1	FLOAT
phv00083269.v1	pht001111.v4	AirNRExamMain	snf1c	NUMERIC	snf1c	FLOAT
phv00083270.v1	pht001111.v4	AirNRExamMain	snfyrs1c	NUMERIC	snfyrs1c	FLOAT
phv00083271.v1	pht001111.v4	AirNRExamMain	snuff1	NUMERIC	snuff1	FLOAT
phv00083272.v1	pht001111.v4	AirNRExamMain	snfage1	NUMERIC	snfage1	FLOAT
phv00083273.v1	pht001111.v4	AirNRExamMain	snfcur1	NUMERIC	snfcur1	FLOAT
phv00083274.v1	pht001111.v4	AirNRExamMain	snfageq1	NUMERIC	snfageq1	FLOAT
phv00083275.v1	pht001111.v4	AirNRExamMain	snfday1	NUMERIC	snfday1	FLOAT
phv00083276.v1	pht001111.v4	AirNRExamMain	shndsmk1	NUMERIC	shndsmk1	FLOAT
phv00083277.v1	pht001111.v4	AirNRExamMain	alc1c	NUMERIC	alc1c	FLOAT
phv00083278.v1	pht001111.v4	AirNRExamMain	yrsalc1c	NUMERIC	yrsalc1c	FLOAT
phv00083279.v1	pht001111.v4	AirNRExamMain	alcwk1c	NUMERIC	alcwk1c	FLOAT
phv00083280.v1	pht001111.v4	AirNRExamMain	alcohol1	NUMERIC	alcohol1	FLOAT
phv00083281.v1	pht001111.v4	AirNRExamMain	alcage1	NUMERIC	alcage1	FLOAT
phv00083282.v1	pht001111.v4	AirNRExamMain	curalc1	NUMERIC	curalc1	FLOAT
phv00083283.v1	pht001111.v4	AirNRExamMain	yrsalcp1	NUMERIC	yrsalcp1	FLOAT
phv00083284.v1	pht001111.v4	AirNRExamMain	wine1	NUMERIC	wine1	FLOAT
phv00083285.v1	pht001111.v4	AirNRExamMain	beer1	NUMERIC	beer1	FLOAT
phv00083286.v1	pht001111.v4	AirNRExamMain	hardliq1	NUMERIC	hardliq1	FLOAT
phv00083287.v1	pht001111.v4	AirNRExamMain	othalc1	NUMERIC	othalc1	FLOAT
phv00083288.v1	pht001111.v4	AirNRExamMain	alcwkp1	NUMERIC	alcwkp1	FLOAT
phv00083289.v1	pht001111.v4	AirNRExamMain	yrsalcc1	NUMERIC	yrsalcc1	FLOAT
phv00083290.v1	pht001111.v4	AirNRExamMain	alcwkc1	NUMERIC	alcwkc1	FLOAT
phv00083291.v1	pht001111.v4	AirNRExamMain	rwinewk1	NUMERIC	rwinewk1	FLOAT
phv00083292.v1	pht001111.v4	AirNRExamMain	wwinewk1	NUMERIC	wwinewk1	FLOAT
phv00083293.v1	pht001111.v4	AirNRExamMain	beerwk1	NUMERIC	beerwk1	FLOAT
phv00083294.v1	pht001111.v4	AirNRExamMain	liqwk1	NUMERIC	liqwk1	FLOAT
phv00083295.v1	pht001111.v4	AirNRExamMain	alc24hr1	NUMERIC	alc24hr1	FLOAT
phv00083296.v1	pht001111.v4	AirNRExamMain	highalc1	NUMERIC	highalc1	FLOAT
phv00083297.v1	pht001111.v4	AirNRExamMain	phxloch1	NUMERIC	phxloch1	FLOAT
phv00083298.v1	pht001111.v4	AirNRExamMain	phxlocc1	NUMERIC	phxlocc1	FLOAT
phv00083299.v1	pht001111.v4	AirNRExamMain	bldeasy1	NUMERIC	bldeasy1	FLOAT
phv00083300.v1	pht001111.v4	AirNRExamMain	coagdis1	NUMERIC	coagdis1	FLOAT
phv00083301.v1	pht001111.v4	AirNRExamMain	faint1	NUMERIC	faint1	FLOAT
phv00083302.v1	pht001111.v4	AirNRExamMain	diabins1	NUMERIC	diabins1	FLOAT
phv00083303.v1	pht001111.v4	AirNRExamMain	lastdrk1	NUMERIC	lastdrk1	FLOAT
phv00083304.v1	pht001111.v4	AirNRExamMain	phsttm1	STRING	phsttm1	STRING
phv00083305.v1	pht001111.v4	AirNRExamMain	bldrawn1	NUMERIC	bldrawn1	FLOAT
phv00083306.v1	pht001111.v4	AirNRExamMain	trnqsec1	NUMERIC	trnqsec1	FLOAT
phv00083307.v1	pht001111.v4	AirNRExamMain	phendtm1	STRING	phendtm1	STRING
phv00083308.v1	pht001111.v4	AirNRExamMain	qlvnpct1	NUMERIC	qlvnpct1	FLOAT
phv00083309.v1	pht001111.v4	AirNRExamMain	vnclps1	NUMERIC	vnclps1	FLOAT
phv00083310.v1	pht001111.v4	AirNRExamMain	hematom1	NUMERIC	hematom1	FLOAT
phv00083311.v1	pht001111.v4	AirNRExamMain	multstk1	NUMERIC	multstk1	FLOAT
phv00083312.v1	pht001111.v4	AirNRExamMain	hrdget1	NUMERIC	hrdget1	FLOAT
phv00083313.v1	pht001111.v4	AirNRExamMain	leakage1	NUMERIC	leakage1	FLOAT
phv00083314.v1	pht001111.v4	AirNRExamMain	urinfil1	NUMERIC	urinfil1	FLOAT
phv00083315.v1	pht001111.v4	AirNRExamMain	phlbcqc1	NUMERIC	phlbcqc1	FLOAT
phv00083316.v1	pht001111.v4	AirNRExamMain	q01hlcn1	NUMERIC	q01hlcn1	FLOAT
phv00083317.v1	pht001111.v4	AirNRExamMain	q01hlcm1	NUMERIC	q01hlcm1	FLOAT
phv00083318.v1	pht001111.v4	AirNRExamMain	q02hmcn1	NUMERIC	q02hmcn1	FLOAT
phv00083319.v1	pht001111.v4	AirNRExamMain	q02hmcm1	NUMERIC	q02hmcm1	FLOAT
phv00083320.v1	pht001111.v4	AirNRExamMain	hsemn1c	NUMERIC	hsemn1c	FLOAT
phv00083321.v1	pht001111.v4	AirNRExamMain	hsemt1c	NUMERIC	hsemt1c	FLOAT
phv00083322.v1	pht001111.v4	AirNRExamMain	q03ymcn1	NUMERIC	q03ymcn1	FLOAT
phv00083323.v1	pht001111.v4	AirNRExamMain	q03ymcm1	NUMERIC	q03ymcm1	FLOAT
phv00083324.v1	pht001111.v4	AirNRExamMain	q04yvcn1	NUMERIC	q04yvcn1	FLOAT
phv00083325.v1	pht001111.v4	AirNRExamMain	q04yvcm1	NUMERIC	q04yvcm1	FLOAT
phv00083326.v1	pht001111.v4	AirNRExamMain	yrdmn1c	NUMERIC	yrdmn1c	FLOAT
phv00083327.v1	pht001111.v4	AirNRExamMain	yrdmt1c	NUMERIC	yrdmt1c	FLOAT
phv00083328.v1	pht001111.v4	AirNRExamMain	q05olcn1	NUMERIC	q05olcn1	FLOAT
phv00083329.v1	pht001111.v4	AirNRExamMain	q05olcm1	NUMERIC	q05olcm1	FLOAT
phv00083330.v1	pht001111.v4	AirNRExamMain	q06omcn1	NUMERIC	q06omcn1	FLOAT
phv00083331.v1	pht001111.v4	AirNRExamMain	q06omcm1	NUMERIC	q06omcm1	FLOAT
phv00083332.v1	pht001111.v4	AirNRExamMain	caremn1c	NUMERIC	caremn1c	FLOAT
phv00083333.v1	pht001111.v4	AirNRExamMain	caremt1c	NUMERIC	caremt1c	FLOAT
phv00083334.v1	pht001111.v4	AirNRExamMain	q07tlcn1	NUMERIC	q07tlcn1	FLOAT
phv00083335.v1	pht001111.v4	AirNRExamMain	q07tlcm1	NUMERIC	q07tlcm1	FLOAT
phv00083336.v1	pht001111.v4	AirNRExamMain	trnmn1c	NUMERIC	trnmn1c	FLOAT
phv00083337.v1	pht001111.v4	AirNRExamMain	trnmt1c	NUMERIC	trnmt1c	FLOAT
phv00083338.v1	pht001111.v4	AirNRExamMain	q08wmcn1	NUMERIC	q08wmcn1	FLOAT
phv00083339.v1	pht001111.v4	AirNRExamMain	q08wmcm1	NUMERIC	q08wmcm1	FLOAT
phv00083340.v1	pht001111.v4	AirNRExamMain	q09wmcn1	NUMERIC	q09wmcn1	FLOAT
phv00083341.v1	pht001111.v4	AirNRExamMain	q09wmcm1	NUMERIC	q09wmcm1	FLOAT
phv00083342.v1	pht001111.v4	AirNRExamMain	walkmn1c	NUMERIC	walkmn1c	FLOAT
phv00083343.v1	pht001111.v4	AirNRExamMain	walkmt1c	NUMERIC	walkmt1c	FLOAT
phv00083344.v1	pht001111.v4	AirNRExamMain	q10smcn1	NUMERIC	q10smcn1	FLOAT
phv00083345.v1	pht001111.v4	AirNRExamMain	q10smcm1	NUMERIC	q10smcm1	FLOAT
phv00083346.v1	pht001111.v4	AirNRExamMain	q11svcn1	NUMERIC	q11svcn1	FLOAT
phv00083347.v1	pht001111.v4	AirNRExamMain	q11svcm1	NUMERIC	q11svcm1	FLOAT
phv00083348.v1	pht001111.v4	AirNRExamMain	q12svcn1	NUMERIC	q12svcn1	FLOAT
phv00083349.v1	pht001111.v4	AirNRExamMain	q12svcm1	NUMERIC	q12svcm1	FLOAT
phv00083350.v1	pht001111.v4	AirNRExamMain	q13smcn1	NUMERIC	q13smcn1	FLOAT
phv00083351.v1	pht001111.v4	AirNRExamMain	q13smcm1	NUMERIC	q13smcm1	FLOAT
phv00083352.v1	pht001111.v4	AirNRExamMain	sptnmn1c	NUMERIC	sptnmn1c	FLOAT
phv00083353.v1	pht001111.v4	AirNRExamMain	sptnmt1c	NUMERIC	sptnmt1c	FLOAT
phv00083354.v1	pht001111.v4	AirNRExamMain	q14cmcn1	NUMERIC	q14cmcn1	FLOAT
phv00083355.v1	pht001111.v4	AirNRExamMain	q14cmcm1	NUMERIC	q14cmcm1	FLOAT
phv00083356.v1	pht001111.v4	AirNRExamMain	q15cvcn1	NUMERIC	q15cvcn1	FLOAT
phv00083357.v1	pht001111.v4	AirNRExamMain	q15cvcm1	NUMERIC	q15cvcm1	FLOAT
phv00083358.v1	pht001111.v4	AirNRExamMain	condmn1c	NUMERIC	condmn1c	FLOAT
phv00083359.v1	pht001111.v4	AirNRExamMain	condmt1c	NUMERIC	condmt1c	FLOAT
phv00083360.v1	pht001111.v4	AirNRExamMain	q16ilcn1	NUMERIC	q16ilcn1	FLOAT
phv00083361.v1	pht001111.v4	AirNRExamMain	q16ilcm1	NUMERIC	q16ilcm1	FLOAT
phv00083362.v1	pht001111.v4	AirNRExamMain	q17ilcn1	NUMERIC	q17ilcn1	FLOAT
phv00083363.v1	pht001111.v4	AirNRExamMain	q17ilcm1	NUMERIC	q17ilcm1	FLOAT
phv00083364.v1	pht001111.v4	AirNRExamMain	leismn1c	NUMERIC	leismn1c	FLOAT
phv00083365.v1	pht001111.v4	AirNRExamMain	leismt1c	NUMERIC	leismt1c	FLOAT
phv00083366.v1	pht001111.v4	AirNRExamMain	q18jyn1	NUMERIC	q18jyn1	FLOAT
phv00083367.v1	pht001111.v4	AirNRExamMain	q19wcn1	NUMERIC	q19wcn1	FLOAT
phv00083368.v1	pht001111.v4	AirNRExamMain	q20jlcn1	NUMERIC	q20jlcn1	FLOAT
phv00083369.v1	pht001111.v4	AirNRExamMain	q20jlcm1	NUMERIC	q20jlcm1	FLOAT
phv00083370.v1	pht001111.v4	AirNRExamMain	q21jlcn1	NUMERIC	q21jlcn1	FLOAT
phv00083371.v1	pht001111.v4	AirNRExamMain	q21jlcm1	NUMERIC	q21jlcm1	FLOAT
phv00083372.v1	pht001111.v4	AirNRExamMain	q22jmcn1	NUMERIC	q22jmcn1	FLOAT
phv00083373.v1	pht001111.v4	AirNRExamMain	q22jmcm1	NUMERIC	q22jmcm1	FLOAT
phv00083374.v1	pht001111.v4	AirNRExamMain	q23jvcn1	NUMERIC	q23jvcn1	FLOAT
phv00083375.v1	pht001111.v4	AirNRExamMain	q23jvcm1	NUMERIC	q23jvcm1	FLOAT
phv00083376.v1	pht001111.v4	AirNRExamMain	occmn1c	NUMERIC	occmn1c	FLOAT
phv00083377.v1	pht001111.v4	AirNRExamMain	occmt1c	NUMERIC	occmt1c	FLOAT
phv00083378.v1	pht001111.v4	AirNRExamMain	q24uyn1	NUMERIC	q24uyn1	FLOAT
phv00083379.v1	pht001111.v4	AirNRExamMain	q25ulcn1	NUMERIC	q25ulcn1	FLOAT
phv00083380.v1	pht001111.v4	AirNRExamMain	q25ulcm1	NUMERIC	q25ulcm1	FLOAT
phv00083381.v1	pht001111.v4	AirNRExamMain	q26umcn1	NUMERIC	q26umcn1	FLOAT
phv00083382.v1	pht001111.v4	AirNRExamMain	q26umcm1	NUMERIC	q26umcm1	FLOAT
phv00083383.v1	pht001111.v4	AirNRExamMain	q27uvcn1	NUMERIC	q27uvcn1	FLOAT
phv00083384.v1	pht001111.v4	AirNRExamMain	q27uvcm1	NUMERIC	q27uvcm1	FLOAT
phv00083385.v1	pht001111.v4	AirNRExamMain	volmn1c	NUMERIC	volmn1c	FLOAT
phv00083386.v1	pht001111.v4	AirNRExamMain	volmt1c	NUMERIC	volmt1c	FLOAT
phv00083387.v2	pht001111.v4	AirNRExamMain	pahrdy1c	NUMERIC	pahrdy1c	FLOAT
phv00083388.v1	pht001111.v4	AirNRExamMain	wkhrdy1c	NUMERIC	wkhrdy1c	FLOAT
phv00083389.v1	pht001111.v4	AirNRExamMain	exercm1c	NUMERIC	exercm1c	FLOAT
phv00083390.v1	pht001111.v4	AirNRExamMain	pamcm1c	NUMERIC	pamcm1c	FLOAT
phv00083391.v1	pht001111.v4	AirNRExamMain	pavcm1c	NUMERIC	pavcm1c	FLOAT
phv00083392.v1	pht001111.v4	AirNRExamMain	pamvcm1c	NUMERIC	pamvcm1c	FLOAT
phv00083393.v1	pht001111.v4	AirNRExamMain	wlkpace1	NUMERIC	wlkpace1	FLOAT
phv00083394.v1	pht001111.v4	AirNRExamMain	pactadm1	NUMERIC	pactadm1	FLOAT
phv00083395.v1	pht001111.v4	AirNRExamMain	dmapnum1	NUMERIC	dmapnum1	FLOAT
phv00083396.v1	pht001111.v4	AirNRExamMain	armcm1	NUMERIC	armcm1	FLOAT
phv00083397.v1	pht001111.v4	AirNRExamMain	cuffsz1	NUMERIC	cuffsz1	FLOAT
phv00083398.v1	pht001111.v4	AirNRExamMain	cufffre1	NUMERIC	cufffre1	FLOAT
phv00083399.v1	pht001111.v4	AirNRExamMain	s1bp1	NUMERIC	s1bp1	FLOAT
phv00083400.v1	pht001111.v4	AirNRExamMain	d1bp1	NUMERIC	d1bp1	FLOAT
phv00083401.v1	pht001111.v4	AirNRExamMain	hr1dina1	NUMERIC	hr1dina1	FLOAT
phv00083402.v1	pht001111.v4	AirNRExamMain	bptm1	STRING	bptm1	STRING
phv00083403.v1	pht001111.v4	AirNRExamMain	s2bp1	NUMERIC	s2bp1	FLOAT
phv00083404.v1	pht001111.v4	AirNRExamMain	d2bp1	NUMERIC	d2bp1	FLOAT
phv00083405.v1	pht001111.v4	AirNRExamMain	hr2dina1	NUMERIC	hr2dina1	FLOAT
phv00083406.v1	pht001111.v4	AirNRExamMain	s3bp1	NUMERIC	s3bp1	FLOAT
phv00083407.v1	pht001111.v4	AirNRExamMain	d3bp1	NUMERIC	d3bp1	FLOAT
phv00083408.v1	pht001111.v4	AirNRExamMain	hr3dina1	NUMERIC	hr3dina1	FLOAT
phv00083409.v1	pht001111.v4	AirNRExamMain	rmtempf1	NUMERIC	rmtempf1	FLOAT
phv00083410.v1	pht001111.v4	AirNRExamMain	sbp1c	NUMERIC	sbp1c	FLOAT
phv00083411.v1	pht001111.v4	AirNRExamMain	dbp1c	NUMERIC	dbp1c	FLOAT
phv00083412.v1	pht001111.v4	AirNRExamMain	hrdina1c	NUMERIC	hrdina1c	FLOAT
phv00083413.v1	pht001111.v4	AirNRExamMain	slpwkhr1	NUMERIC	slpwkhr1	FLOAT
phv00083414.v1	pht001111.v4	AirNRExamMain	falslhr1	NUMERIC	falslhr1	FLOAT
phv00083415.v1	pht001111.v4	AirNRExamMain	oftsnr1	NUMERIC	oftsnr1	FLOAT
phv00083416.v1	pht001111.v4	AirNRExamMain	oftsnrt1	NUMERIC	oftsnrt1	FLOAT
phv00083417.v1	pht001111.v4	AirNRExamMain	trblslp1	NUMERIC	trblslp1	FLOAT
phv00083418.v1	pht001111.v4	AirNRExamMain	wknight1	NUMERIC	wknight1	FLOAT
phv00083419.v1	pht001111.v4	AirNRExamMain	wkearly1	NUMERIC	wkearly1	FLOAT
phv00083420.v1	pht001111.v4	AirNRExamMain	slpyday1	NUMERIC	slpyday1	FLOAT
phv00083421.v1	pht001111.v4	AirNRExamMain	dozread1	NUMERIC	dozread1	FLOAT
phv00083422.v1	pht001111.v4	AirNRExamMain	dztv1	NUMERIC	dztv1	FLOAT
phv00083423.v1	pht001111.v4	AirNRExamMain	dzpubpl1	NUMERIC	dzpubpl1	FLOAT
phv00083424.v1	pht001111.v4	AirNRExamMain	dzrdcar1	NUMERIC	dzrdcar1	FLOAT
phv00083425.v1	pht001111.v4	AirNRExamMain	dzrest1	NUMERIC	dzrest1	FLOAT
phv00083426.v1	pht001111.v4	AirNRExamMain	dztalk1	NUMERIC	dztalk1	FLOAT
phv00083427.v1	pht001111.v4	AirNRExamMain	dzlnch1	NUMERIC	dzlnch1	FLOAT
phv00083428.v1	pht001111.v4	AirNRExamMain	dzcarst1	NUMERIC	dzcarst1	FLOAT
phv00083429.v1	pht001111.v4	AirNRExamMain	dzdinnr1	NUMERIC	dzdinnr1	FLOAT
phv00083430.v1	pht001111.v4	AirNRExamMain	dzdrive1	NUMERIC	dzdrive1	FLOAT
phv00083431.v1	pht001111.v4	AirNRExamMain	apnea1	NUMERIC	apnea1	FLOAT
phv00083432.v1	pht001111.v4	AirNRExamMain	insomn1	NUMERIC	insomn1	FLOAT
phv00083433.v1	pht001111.v4	AirNRExamMain	rstleg1	NUMERIC	rstleg1	FLOAT
phv00083434.v1	pht001111.v4	AirNRExamMain	slpadm1	NUMERIC	slpadm1	FLOAT
phv00083435.v1	pht001111.v4	AirNRExamMain	ucreat1	NUMERIC	ucreat1	FLOAT
phv00083436.v1	pht001111.v4	AirNRExamMain	ualbumn1	NUMERIC	ualbumn1	FLOAT
phv00083437.v1	pht001111.v4	AirNRExamMain	ualbcre1	NUMERIC	ualbcre1	FLOAT
phv00083438.v2	pht001111.v4	AirNRExamMain	ualbcre1t	NUMERIC	ualbcre1t	FLOAT
phv00083439.v1	pht001111.v4	AirNRExamMain	uabcat1c	NUMERIC	uabcat1c	FLOAT
phv00111942.v1	pht001111.v4	AirNRExamMain	rloca	NUMERIC	rloca	FLOAT
phv00159568.v4	pht002239.v4	Subject_Phenotypes	SUBJECT_ID	string	SUBJECT_ID	STRING
phv00159569.v4	pht002239.v4	Subject_Phenotypes	deid_center	string	deid_center	STRING
phv00159570.v4	pht002239.v4	Subject_Phenotypes	finalGold	encoded value	finalGold	STRING
phv00159571.v4	pht002239.v4	Subject_Phenotypes	gender	encoded value	gender	STRING
phv00159572.v4	pht002239.v4	Subject_Phenotypes	race	encoded value	race	STRING
phv00159573.v4	pht002239.v4	Subject_Phenotypes	ethnic	encoded value	ethnic	STRING
phv00159574.v4	pht002239.v4	Subject_Phenotypes	ATS_ERS	encoded value	ATS_ERS	STRING
phv00159575.v4	pht002239.v4	Subject_Phenotypes	distwalked	numeric	distwalked	FLOAT
phv00159576.v4	pht002239.v4	Subject_Phenotypes	O2_suppl_6MW	numeric	O2_suppl_6MW	FLOAT
phv00159577.v4	pht002239.v4	Subject_Phenotypes	Walk_Course	encoded value	Walk_Course	STRING
phv00159578.v4	pht002239.v4	Subject_Phenotypes	Walk_Limit	encoded value	Walk_Limit	STRING
phv00159581.v4	pht002239.v4	Subject_Phenotypes	scanner	string	scanner	STRING
phv00159582.v4	pht002239.v4	Subject_Phenotypes	FinalApproval	encoded value	FinalApproval	STRING
phv00159583.v4	pht002239.v4	Subject_Phenotypes	diasBP	numeric	diasBP	FLOAT
phv00159584.v4	pht002239.v4	Subject_Phenotypes	HR	numeric	HR	FLOAT
phv00159585.v4	pht002239.v4	Subject_Phenotypes	O2_Hours_Day	numeric	O2_Hours_Day	FLOAT
phv00159586.v4	pht002239.v4	Subject_Phenotypes	O2_Therapy	encoded value	O2_Therapy	STRING
phv00159588.v4	pht002239.v4	Subject_Phenotypes	O2_Years	numeric	O2_Years	FLOAT
phv00159589.v4	pht002239.v4	Subject_Phenotypes	Resting_SaO2	numeric	Resting_SaO2	FLOAT
phv00159590.v4	pht002239.v4	Subject_Phenotypes	sysBP	numeric	sysBP	FLOAT
phv00159591.v4	pht002239.v4	Subject_Phenotypes	Weight_KG	numeric	Weight_KG	FLOAT
phv00159592.v4	pht002239.v4	Subject_Phenotypes	Height_CM	numeric	Height_CM	FLOAT
phv00159593.v4	pht002239.v4	Subject_Phenotypes	BMI	numeric	BMI	FLOAT
phv00159602.v4	pht002239.v4	Subject_Phenotypes	HealthStatus	encoded value	HealthStatus	STRING
phv00159603.v4	pht002239.v4	Subject_Phenotypes	CancerBladder	encoded value	CancerBladder	STRING
phv00159604.v4	pht002239.v4	Subject_Phenotypes	CancerBreast	encoded value	CancerBreast	STRING
